consumer_sp,resource_sp,consumed
Lycaon pictus,Tragelaphus strepsiceros,1
Lycaon pictus,Lepus saxatilis,1
Lycaon pictus,Kobus ellipsiprymnus,1
Lycaon pictus,Tragelaphus angasii,1
Panthera leo,Aepyceros melampus,1
Panthera leo,Phacochoerus aethiopicus,1
Panthera leo,Tragelaphus strepsiceros,1
Panthera leo,Kobus ellipsiprymnus,1
Panthera leo,Papio ursinus,1
Panthera leo,Tragelaphus scriptus,1
Panthera leo,Raphicerus campestris,1
Panthera leo,Sylvicapra grimmia,1
Panthera leo,Tragelaphus angasii,1
Panthera leo,Hystrix africaeaustralis,1
Panthera leo,Orycteropus afer,1
Panthera leo,Ceratotherium simum,1
Panthera leo,Chlorocebus pygerythrus,1
Panthera leo,Potamochoerus larvatus,1
Panthera leo,Smutsia temminckii,1
Panthera pardus,Sylvicapra grimmia,1
Panthera pardus,Raphicerus campestris,1
Panthera pardus,Lepus saxatilis,1
Panthera pardus,Chlorocebus pygerythrus,1
Panthera pardus,Thryonomys swinderianus,1
Panthera pardus,Tragelaphus angasii,1
Panthera pardus,Paraxerus cepapi,1
Panthera pardus,Oreotragus oreotragus,1
Panthera pardus,Hystrix africaeaustralis,1
Panthera pardus,Equus quagga,1
Panthera pardus,Orycteropus afer,1
Panthera pardus,Syncerus caffer,1
Crocuta crocuta,Oryx gazella,1
Panthera leo,Oryx gazella,1
Panthera leo,Antidorcas marsupialis,1
Panthera pardus,Otocyon megalotis,1
Acinonyx jubatus,Vulpes vulpes,1
Acinonyx jubatus,Kobus vardonii,1
Lycaon pictus,Redunca redunca,1
Lycaon pictus,Alcelaphus buselaphus,1
Lycaon pictus,Hippotragus niger,1
Lycaon pictus,Kobus vardonii,1
Lycaon pictus,Kobus leche,1
Panthera leo,Hippotragus equinus,1
Panthera leo,Hippotragus niger,1
Panthera leo,Redunca redunca,1
Panthera leo,Kobus vardonii,1
Panthera leo,Kobus leche,1
Panthera pardus,Raphicerus sharpei,1
Panthera pardus,Kobus leche,1
Acinonyx jubatus,Hippotragus niger,1
Acinonyx jubatus,Giraffa camelopardalis,1
Acinonyx jubatus,Raphicerus sharpei,1
Acinonyx jubatus,Hippotragus equinus,1
Acinonyx jubatus,Orycteropus afer,1
Acinonyx jubatus,Acinonyx jubatus,1
Acinonyx jubatus,Oreotragus oreotragus,1
Crocuta crocuta,Aepyceros melampus,1
Crocuta crocuta,Tragelaphus strepsiceros,1
Crocuta crocuta,Kobus ellipsiprymnus,1
Crocuta crocuta,Connochaetes taurinus,1
Crocuta crocuta,Tragelaphus scriptus,1
Crocuta crocuta,Syncerus caffer,1
Crocuta crocuta,Redunca redunca,1
Crocuta crocuta,Phacochoerus africanus,1
Crocuta crocuta,Hippopotamus amphibius,1
Crocuta crocuta,Raphicerus campestris,1
Crocuta crocuta,Sylvicapra grimmia,1
Crocuta crocuta,Hippotragus equinus,1
Crocuta crocuta,Tragelaphus angasii,1
Crocuta crocuta,Damaliscus lunatus,1
Crocuta crocuta,Giraffa camelopardalis,1
Lycaon pictus,Phacochoerus africanus,1
Lycaon pictus,Hippotragus equinus,1
Lycaon pictus,Giraffa camelopardalis,1
Panthera leo,Panthera leo,1
Panthera leo,Raphicerus sharpei,1
Panthera leo,Acinonyx jubatus,1
Panthera leo,Redunca fulvorufula,1
Panthera leo,Oreotragus oreotragus,1
Panthera leo,Mellivora capensis,1
Panthera leo,Caracal caracal,1
Panthera leo,Loxodonta africana,1
Panthera leo,Kobus kob,1
Panthera leo,Axis axis,1
Panthera leo,Rusa unicolor,1
Panthera leo,Papio cynocephalus,1
Panthera leo,Ourebia ourebi,1
Panthera pardus,Cephalophus natalensis,1
Panthera pardus,Nilgiritragus hylocrius,1
Panthera pardus,Kobus kob,1
Panthera pardus,Antidorcas marsupialis,1
Panthera pardus,Semnopithecus entellus,1
Panthera pardus,Piliocolobus badius,1
Panthera pardus,Sus scrofa,1
Panthera pardus,Philantomba monticola,1
Panthera pardus,Allochrocebus lhoesti,1
Panthera pardus,Cercopithecus nictitans,1
Panthera pardus,Potamochoerus larvatus,1
Panthera pardus,Cephalophus weynsi,1
Panthera pardus,Cephalophus dorsalis,1
Panthera pardus,Rucervus duvaucelii,1
Panthera pardus,Cercopithecus ascanius,1
Panthera pardus,Cercopithecus cephus,1
Panthera pardus,Bubalus arnee,1
Panthera pardus,Cephalophus leucogaster,1
Panthera pardus,Lophocebus albigena,1
Panthera pardus,Cephalophus nigrifrons,1
Panthera pardus,Okapia johnstoni,1
Panthera pardus,Hyemoschus aquaticus,1
Panthera pardus,Damaliscus pygargus,1
Panthera pardus,Cercopithecus denti,1
Panthera pardus,Cephalophus silvicultor,1
Panthera pardus,Neotragus batesi,1
Panthera pardus,Tragelaphus eurycerus,1
Panthera pardus,Gorilla gorilla,1
Panthera pardus,Cercopithecus mitis,1
Panthera pardus,Vulpes chama,1
Panthera pardus,Felis silvestris,1
Panthera pardus,Civettictis civetta,1
Panthera pardus,Tragelaphus spekii,1
Panthera pardus,Pan troglodytes,1
Panthera pardus,Muntiacus muntjak,1
Panthera pardus,Cercopithecus hamlyni,1
Panthera pardus,Xerus inauris,1
Panthera pardus,Bos gaurus,1
Panthera pardus,Cercocebus galeritus,1
Panthera uncia,Capra sibirica,1
Panthera uncia,Ovis ammon,1
Panthera uncia,Pseudois nayaur,1
Panthera uncia,Hemitragus jemlahicus,1
Panthera uncia,Alticola roylei,1
Panthera uncia,Moschus leucogaster,1
Panthera uncia,Paradoxurus hermaphroditus,1
Panthera uncia,Sus scrofa,1
Panthera uncia,Gazella subgutturosa,1
Panthera uncia,Martes flavigula,1
Panthera uncia,Capra aegagrus,1
Panthera uncia,Equus africanus,1
Panthera uncia,Cervus albirostris,1
Panthera uncia,Capra falconeri,1
Panthera uncia,Vulpes vulpes,1
Panthera uncia,Macaca mulatta,1
Panthera uncia,Ovis orientalis,1
Panthera uncia,Naemorhedus goral,1
Parahyaena brunnea,Phacochoerus africanus,1
Parahyaena brunnea,Parahyaena brunnea,1
Parahyaena brunnea,Syncerus caffer,1
Parahyaena brunnea,Redunca fulvorufula,1
Parahyaena brunnea,Equus quagga,1
Parahyaena brunnea,Papio ursinus,1
Parahyaena brunnea,Tragelaphus scriptus,1
Parahyaena brunnea,Potamochoerus larvatus,1
Parahyaena brunnea,Aepyceros melampus,1
Parahyaena brunnea,Kobus ellipsiprymnus,1
Parahyaena brunnea,Orycteropus afer,1
Parahyaena brunnea,Connochaetes gnou,1
Parahyaena brunnea,Antidorcas marsupialis,1
Parahyaena brunnea,Atilax paludinosus,1
Parahyaena brunnea,Suricata suricatta,1
Parahyaena brunnea,Mastomys natalensis,1
Parahyaena brunnea,Giraffa camelopardalis,1
Acinonyx jubatus,Otocyon megalotis,1
Crocuta crocuta,Antidorcas marsupialis,1
Crocuta crocuta,Tragelaphus oryx,1
Crocuta crocuta,Hystrix africaeaustralis,1
Crocuta crocuta,Alcelaphus buselaphus,1
Panthera pardus,Proteles cristata,1
Atilax paludinosus,Otomys unisulcatus,1
Atilax paludinosus,Rhabdomys pumilio,1
Atilax paludinosus,Mus minutoides,1
Atilax paludinosus,Gerbilliscus afra,1
Atilax paludinosus,Cryptomys hottentotus,1
Caracal caracal,Otomys unisulcatus,1
Caracal caracal,Mus minutoides,1
Caracal caracal,Cryptomys hottentotus,1
Caracal caracal,Gerbillurus paeba,1
Caracal caracal,Gerbilliscus afra,1
Bassariscus astutus,Chaetodipus spinatus,1
Bassariscus astutus,Neotoma lepida,1
Bassariscus astutus,Peromyscus eremicus,1
Bassariscus astutus,Dipodomys merriami,1
Bassariscus astutus,Odocoileus hemionus,1
Canis aureus,Bandicota bengalensis,1
Canis aureus,Rattus rattus,1
Canis aureus,Bandicota indica,1
Canis aureus,Nesokia indica,1
Canis aureus,Rattus norvegicus,1
Canis aureus,Herpestes edwardsii,1
Canis aureus,Sus scrofa,1
Canis aureus,Mus musculus,1
Canis aureus,Lepus europaeus,1
Canis aureus,Felis silvestris,1
Canis aureus,Talpa europaea,1
Canis aureus,Myodes glareolus,1
Canis aureus,Arvicola amphibius,1
Canis aureus,Capreolus capreolus,1
Canis aureus,Cervus elaphus,1
Canis aureus,Meles meles,1
Vulpes vulpes,Cervus elaphus,1
Vulpes vulpes,Capreolus capreolus,1
Canis aureus,Dama dama,1
Canis aureus,Microtus arvalis,1
Canis aureus,Microtus agrestis,1
Canis aureus,Lepus capensis,1
Canis aureus,Marmota caudata,1
Canis aureus,Paguma larvata,1
Canis aureus,Apodemus sylvaticus,1
Canis aureus,Ochotona roylei,1
Canis aureus,Eoglaucomys fimbriatus,1
Canis aureus,Myodes regulus,1
Canis lupus,Paguma larvata,1
Canis lupus,Marmota caudata,1
Canis lupus,Lepus capensis,1
Canis lupus,Alticola roylei,1
Canis lupus,Apodemus rusiges,1
Canis lupus,Eoglaucomys fimbriatus,1
Canis lupus,Ochotona roylei,1
Canis lupus,Cricetulus migratorius,1
Canis lupus,Capra falconeri,1
Canis aureus,Canis aureus,1
Canis aureus,Vulpes vulpes,1
Canis aureus,Oryctolagus cuniculus,1
Canis aureus,Sciurus vulgaris,1
Martes foina,Lepus capensis,1
Martes foina,Arvicola amphibius,1
Martes foina,Rattus norvegicus,1
Martes foina,Capreolus capreolus,1
Martes foina,Apodemus sylvaticus,1
Martes foina,Mus musculus,1
Martes foina,Vulpes vulpes,1
Martes foina,Felis silvestris,1
Canis aureus,Martes foina,1
Canis aureus,Boselaphus tragocamelus,1
Canis aureus,Axis axis,1
Canis aureus,Rusa unicolor,1
Panthera pardus,Boselaphus tragocamelus,1
Panthera pardus,Hystrix indica,1
Canis latrans,Alces alces,1
Canis latrans,Lepus americanus,1
Canis latrans,Rangifer tarandus,1
Canis latrans,Ovis dalli,1
Canis latrans,Erethizon dorsatum,1
Vulpes vulpes,Alces alces,1
Vulpes vulpes,Rangifer tarandus,1
Vulpes vulpes,Erethizon dorsatum,1
Vulpes vulpes,Ovis dalli,1
Canis latrans,Castor canadensis,1
Canis latrans,Marmota caligata,1
Canis latrans,Lepus californicus,1
Canis latrans,Urocitellus townsendii,1
Canis latrans,Microtus montanus,1
Canis latrans,Thomomys townsendii,1
Canis latrans,Perognathus parvus,1
Canis latrans,Mus musculus,1
Canis latrans,Felis silvestris,1
Canis latrans,Canis latrans,1
Canis latrans,Sigmodon mascotensis,1
Canis latrans,Heteromys pictus,1
Canis latrans,Nasua nasua,1
Canis latrans,Reithrodontomys fulvescens,1
Canis latrans,Baiomys musculus,1
Canis latrans,Peromyscus perfulvus,1
Canis latrans,Osgoodomys banderanus,1
Canis latrans,Handleyomys melanotis,1
Canis latrans,Dasypus novemcinctus,1
Canis latrans,Antilocapra americana,1
Canis latrans,Sciurus niger,1
Canis latrans,Sigmodon hispidus,1
Lynx rufus,Sigmodon hispidus,1
Lynx rufus,Sylvilagus floridanus,1
Lynx rufus,Sylvilagus palustris,1
Lynx rufus,Sciurus carolinensis,1
Lynx rufus,Odocoileus virginianus,1
Lynx rufus,Sus scrofa,1
Lynx rufus,Didelphis virginiana,1
Lynx rufus,Procyon lotor,1
Puma concolor,Procyon lotor,1
Puma concolor,Dasypus novemcinctus,1
Puma concolor,Sigmodon hispidus,1
Canis latrans,Geomys pinetis,1
Canis latrans,Urocitellus columbianus,1
Canis latrans,Tamiasciurus hudsonicus,1
Canis latrans,Martes americana,1
Canis lupus,Cervus elaphus,1
Canis lupus,Alces alces,1
Canis lupus,Castor canadensis,1
Canis lupus,Canis latrans,1
Canis lupus,Lepus americanus,1
Canis lupus,Mustela frenata,1
Canis lupus,Sylvilagus nuttallii,1
Canis lupus,Urocitellus columbianus,1
Canis lupus,Tamiasciurus hudsonicus,1
Canis lupus,Ochotona princeps,1
Canis lupus,Neotamias amoenus,1
Canis lupus,Peromyscus maniculatus,1
Canis lupus,Thomomys talpoides,1
Canis latrans,Pecari tajacu,1
Lynx rufus,Pecari tajacu,1
Canis rufus,Odocoileus virginianus,1
Canis latrans,Aplodontia rufa,1
Canis latrans,Marmota olympus,1
Lynx rufus,Lepus americanus,1
Lynx rufus,Aplodontia rufa,1
Lynx rufus,Zapus trinotatus,1
Lynx rufus,Marmota olympus,1
Puma concolor,Aplodontia rufa,1
Puma concolor,Marmota olympus,1
Puma concolor,Lepus americanus,1
Canis latrans,Ictidomys tridecemlineatus,1
Canis latrans,Reithrodontomys humulis,1
Canis latrans,Tamias striatus,1
Canis latrans,Zapus hudsonius,1
Canis latrans,Urocyon cinereoargenteus,1
Canis latrans,Lynx rufus,1
Canis latrans,Sus scrofa,1
Urocyon cinereoargenteus,Didelphis virginiana,1
Lynx rufus,Tamiasciurus hudsonicus,1
Lynx rufus,Ondatra zibethicus,1
Lynx rufus,Alces alces,1
Vulpes vulpes,Tamiasciurus hudsonicus,1
Canis latrans,Neotoma floridana,1
Canis latrans,Peromyscus gossypinus,1
Canis latrans,Sylvilagus aquaticus,1
Canis latrans,Peromyscus leucopus,1
Canis latrans,Ochrotomys nuttalli,1
Canis latrans,Geomys breviceps,1
Lynx rufus,Neotoma floridana,1
Lynx rufus,Sylvilagus aquaticus,1
Lynx rufus,Peromyscus leucopus,1
Lynx rufus,Reithrodontomys fulvescens,1
Lynx rufus,Rattus norvegicus,1
Lynx rufus,Peromyscus gossypinus,1
Lynx rufus,Reithrodontomys humulis,1
Lynx rufus,Urocyon cinereoargenteus,1
Lynx rufus,Felis silvestris,1
Lynx rufus,Dasypus novemcinctus,1
Lynx rufus,Ochrotomys nuttalli,1
Lynx rufus,Sciurus niger,1
Lynx rufus,Lepus californicus,1
Procyon lotor,Odocoileus virginianus,1
Procyon lotor,Sylvilagus floridanus,1
Procyon lotor,Neotoma floridana,1
Procyon lotor,Rattus norvegicus,1
Procyon lotor,Reithrodontomys fulvescens,1
Procyon lotor,Sus scrofa,1
Procyon lotor,Dasypus novemcinctus,1
Procyon lotor,Sylvilagus aquaticus,1
Procyon lotor,Ochrotomys nuttalli,1
Procyon lotor,Urocyon cinereoargenteus,1
Vulpes velox,Sylvilagus audubonii,1
Vulpes velox,Lepus californicus,1
Canis latrans,Scalopus aquaticus,1
Canis latrans,Urocitellus armatus,1
Canis latrans,Neotamias minimus,1
Lynx canadensis,Lepus americanus,1
Lynx canadensis,Sciurus vulgaris,1
Lynx canadensis,Canis latrans,1
Canis lupus,Rangifer tarandus,1
Canis lupus,Ondatra zibethicus,1
Canis lupus,Marmota monax,1
Canis latrans,Sylvilagus cunicularius,1
Canis latrans,Cratogeomys merriami,1
Canis latrans,Romerolagus diazi,1
Lynx rufus,Romerolagus diazi,1
Lynx rufus,Sylvilagus cunicularius,1
Canis rufus,Ondatra zibethicus,1
Canis rufus,Sus scrofa,1
Canis latrans,Peromyscus crinitus,1
Canis lupus,Rupicapra rupicapra,1
Canis lupus,Capreolus capreolus,1
Canis lupus,Cervus canadensis,1
Canis lupus,Lepus europaeus,1
Canis lupus,Dama dama,1
Canis lupus,Castor fiber,1
Canis lupus,Nyctereutes procyonoides,1
Canis lupus,Sciurus vulgaris,1
Canis lupus,Meles meles,1
Canis lupus,Lepus timidus,1
Canis lupus,Bos mutus,1
Canis lupus,Procapra przewalskii,1
Canis lupus,Capra sibirica,1
Canis lupus,Marmota marmota,1
Canis lupus,Ovis orientalis,1
Canis lupus,Talpa europaea,1
Canis lupus,Marmota himalayana,1
Panthera uncia,Bos mutus,1
Panthera uncia,Marmota himalayana,1
Panthera uncia,Lepus capensis,1
Panthera uncia,Cricetulus migratorius,1
Panthera uncia,Mus musculus,1
Vulpes vulpes,Bos mutus,1
Vulpes vulpes,Marmota himalayana,1
Vulpes vulpes,Capra sibirica,1
Vulpes vulpes,Capra aegagrus,1
Vulpes vulpes,Pseudois nayaur,1
Vulpes vulpes,Cricetulus migratorius,1
Vulpes vulpes,Lepus capensis,1
Vulpes vulpes,Ochotona roylei,1
Canis lupus,Equus ferus,1
Canis lupus,Ovis ammon,1
Canis lupus,Microtus arvalis,1
Canis lupus,Arvicola amphibius,1
Canis lupus,Sylvilagus floridanus,1
Canis lupus,Mephitis mephitis,1
Canis lupus,Neovison vison,1
Canis lupus,Glis glis,1
Canis lupus,Bison bison,1
Canis lupus,Marmota baibacina,1
Canis lupus,Lepus tolai,1
Panthera uncia,Marmota baibacina,1
Panthera uncia,Lepus tolai,1
Canis lupus,Erethizon dorsatum,1
Canis lupus,Lontra canadensis,1
Canis lupus,Bison bonasus,1
Canis lupus,Myodes glareolus,1
Canis lupus,Erinaceus concolor,1
Canis lupus,Sorex araneus,1
Vulpes vulpes,Hystrix cristata,1
Canis lupus,Procapra picticaudata,1
Canis lupus,Lepus oiostolus,1
Panthera uncia,Lepus oiostolus,1
Panthera uncia,Ochotona roylei,1
Canis lupus,Oryctolagus cuniculus,1
Canis lupus,Lepus granatensis,1
Canis lupus,Equus africanus,1
Canis lupus,Martes martes,1
Canis lupus,Mustela erminea,1
Canis lupus,Ursus americanus,1
Canis lupus,Lynx canadensis,1
Lynx lynx,Mustela nivalis,1
Lynx lynx,Nyctereutes procyonoides,1
Mustela lutreola,Arvicola amphibius,1
Mustela lutreola,Myodes glareolus,1
Mustela lutreola,Talpa europaea,1
Neovison vison,Myodes glareolus,1
Neovison vison,Sicista betulina,1
Canis lupus,Apodemus sylvaticus,1
Canis lupus,Microtus agrestis,1
Canis lupus,Rattus norvegicus,1
Canis lupus,Erinaceus europaeus,1
Canis lupus,Capra ibex,1
Canis lupus,Marmota sibirica,1
Canis mesomelas,Raphicerus campestris,1
Canis mesomelas,Sylvicapra grimmia,1
Canis mesomelas,Antidorcas marsupialis,1
Canis mesomelas,Pedetes capensis,1
Canis mesomelas,Aethomys namaquensis,1
Canis mesomelas,Lepus capensis,1
Canis mesomelas,Suricata suricatta,1
Canis mesomelas,Capra aegagrus,1
Canis mesomelas,Procavia capensis,1
Canis mesomelas,Orycteropus afer,1
Canis mesomelas,Hystrix africaeaustralis,1
Canis mesomelas,Xerus inauris,1
Canis mesomelas,Caracal caracal,1
Canis mesomelas,Rhabdomys pumilio,1
Canis mesomelas,Cynictis penicillata,1
Canis mesomelas,Ictonyx striatus,1
Caracal caracal,Sylvicapra grimmia,1
Caracal caracal,Antidorcas marsupialis,1
Caracal caracal,Otocyon megalotis,1
Caracal caracal,Cynictis penicillata,1
Caracal caracal,Aethomys namaquensis,1
Caracal caracal,Saccostomus campestris,1
Caracal caracal,Xerus inauris,1
Caracal caracal,Lepus capensis,1
Caracal caracal,Raphicerus campestris,1
Felis silvestris,Lepus capensis,1
Felis silvestris,Procavia capensis,1
Felis silvestris,Rhabdomys pumilio,1
Felis silvestris,Aethomys namaquensis,1
Felis silvestris,Desmodillus auricularis,1
Canis mesomelas,Otomys irroratus,1
Canis mesomelas,Mus minutoides,1
Canis mesomelas,Redunca arundinum,1
Canis mesomelas,Dasymys incomtus,1
Canis mesomelas,Gerbilliscus brantsii,1
Canis mesomelas,Mastomys natalensis,1
Canis mesomelas,Cryptomys hottentotus,1
Canis mesomelas,Myosorex varius,1
Canis mesomelas,Dendromus melanotis,1
Canis mesomelas,Ourebia ourebi,1
Canis mesomelas,Rattus rattus,1
Canis mesomelas,Damaliscus pygargus,1
Canis mesomelas,Alcelaphus buselaphus,1
Canis mesomelas,Damaliscus lunatus,1
Canis mesomelas,Connochaetes taurinus,1
Canis mesomelas,Aepyceros melampus,1
Canis mesomelas,Tragelaphus strepsiceros,1
Canis mesomelas,Papio ursinus,1
Caracal caracal,Hystrix africaeaustralis,1
Canis mesomelas,Equus quagga,1
Canis mesomelas,Kobus ellipsiprymnus,1
Canis mesomelas,Tragelaphus angasii,1
Canis mesomelas,Redunca fulvorufula,1
Canis mesomelas,Oreotragus oreotragus,1
Canis mesomelas,Connochaetes gnou,1
Canis mesomelas,Tragelaphus oryx,1
Canis rufus,Procyon lotor,1
Canis simensis,Arvicanthis abyssinicus,1
Canis simensis,Lophuromys flavopunctatus,1
Canis simensis,Tachyoryctes splendens,1
Canis simensis,Stenocephalemys griseicauda,1
Canis simensis,Otomys typus,1
Canis simensis,Lepus starcki,1
Canis simensis,Procavia capensis,1
Canis simensis,Arvicanthis blicki,1
Canis simensis,Stenocephalemys albocaudata,1
Canis simensis,Dendromus lovati,1
Caracal aurata,Philantomba monticola,1
Caracal aurata,Rhynchocyon cirnei,1
Caracal aurata,Protoxerus stangeri,1
Caracal aurata,Neotragus batesi,1
Caracal aurata,Cricetomys emini,1
Caracal aurata,Cephalophus dorsalis,1
Panthera pardus,Potamochoerus porcus,1
Panthera pardus,Atherurus africanus,1
Panthera pardus,Cercopithecus mona,1
Panthera pardus,Phataginus tricuspis,1
Panthera pardus,Protoxerus stangeri,1
Panthera pardus,Crossarchus alexandri,1
Panthera pardus,Panthera pardus,1
Panthera pardus,Dendrohyrax arboreus,1
Panthera pardus,Perodicticus potto,1
Panthera pardus,Atilax paludinosus,1
Caracal caracal,Pelea capreolus,1
Caracal caracal,Mastomys natalensis,1
Caracal caracal,Pronolagus rupestris,1
Caracal caracal,Oreotragus oreotragus,1
Caracal caracal,Ictonyx striatus,1
Caracal caracal,Suricata suricatta,1
Felis silvestris,Mastomys natalensis,1
Caracal caracal,Lepus saxatilis,1
Caracal caracal,Raphicerus melanotis,1
Caracal caracal,Tragelaphus scriptus,1
Caracal caracal,Philantomba monticola,1
Caracal caracal,Otomys irroratus,1
Caracal caracal,Felis silvestris,1
Caracal caracal,Genetta tigrina,1
Caracal caracal,Macroscelides proboscideus,1
Caracal caracal,Potamochoerus larvatus,1
Caracal caracal,Graphiurus murinus,1
Caracal caracal,Papio hamadryas,1
Caracal caracal,Lepus tolai,1
Felis margarita,Rhombomys opimus,1
Felis margarita,Dipus sagitta,1
Felis margarita,Paradipus ctenodactylus,1
Felis margarita,Lepus tolai,1
Felis margarita,Spermophilopsis leptodactylus,1
Felis silvestris,Rhombomys opimus,1
Felis silvestris,Meriones meridianus,1
Felis silvestris,Lepus tolai,1
Felis silvestris,Dipus sagitta,1
Felis silvestris,Spermophilopsis leptodactylus,1
Chrysocyon brachyurus,Clyomys laticeps,1
Chrysocyon brachyurus,Calomys tener,1
Chrysocyon brachyurus,Oligoryzomys nigripes,1
Chrysocyon brachyurus,Necromys lasiurus,1
Chrysocyon brachyurus,Galea spixii,1
Chrysocyon brachyurus,Hylaeamys megacephalus,1
Chrysocyon brachyurus,Didelphis albiventris,1
Chrysocyon brachyurus,Euphractus sexcinctus,1
Chrysocyon brachyurus,Cuniculus paca,1
Chrysocyon brachyurus,Cavia aperea,1
Chrysocyon brachyurus,Sylvilagus brasiliensis,1
